filename,total_characters,split
31314.txt,306919,train
37975.txt,209912,train
34216.txt,71161,train
38137.txt,349429,train
32443.txt,146437,train
27703.txt,121181,train
45144.txt,67679,train
44573.txt,873633,train
58663.txt,86174,train
6322.txt,1237575,train
52328.txt,339525,train
49129.txt,213186,train
30586.txt,317533,train
21854.txt,378423,train
36479.txt,263897,train
56262.txt,583475,train
3906.txt,112557,train
6672.txt,423215,train
38619.txt,460264,train
4432.txt,138550,train
39606.txt,541606,train
50031.txt,729860,train
6766.txt,573244,train
10084.txt,353745,train
42515.txt,565831,train
49859.txt,956694,train
45190.txt,855062,train
42056.txt,459041,train
39108.txt,489662,train
40443.txt,288406,train
38652.txt,394023,train
26187.txt,217625,train
10771.txt,63559,train
55531.txt,580640,train
43793.txt,209757,train
49639.txt,58552,train
54936.txt,1257727,train
29131.txt,481677,train
48622.txt,392523,train
56137.txt,58952,train
45110.txt,98677,train
43792.txt,884546,train
34827.txt,1885437,train
54928.txt,1246596,train
38907.txt,660149,train
28192.txt,77667,train
9206.txt,13663,train
42644.txt,355003,train
30862.txt,480488,train
20984.txt,145350,train
49027.txt,1899298,train
34551.txt,381637,train
39617.txt,282510,train
30376.txt,36450,train
32970.txt,156259,train
57470.txt,373417,train
29697.txt,520375,train
6738.txt,238940,train
49054.txt,525881,train
47316.txt,895499,train
5754.txt,852458,train
42169.txt,198783,train
36759.txt,138278,train
4612.txt,483345,train
24982.txt,491141,train
26155.txt,118775,train
6921.txt,1141783,train
49019.txt,280004,train
35533.txt,395287,train
16259.txt,175152,train
52272.txt,50216,train
42596.txt,192730,train
42542.txt,160066,train
46969.txt,31111,train
10136.txt,3027972,train
25068.txt,184897,train
49419.txt,159902,train
2931.txt,100237,train
39682.txt,215920,train
40211.txt,139861,train
4543.txt,156423,train
4403.txt,135176,train
55639.txt,200594,train
24204.txt,324215,train
50260.txt,277716,train
46497.txt,470545,train
27888.txt,305016,train
31885.txt,1741055,train
300.txt,9717,train
57229.txt,292519,train
32954.txt,441230,train
1552.txt,698968,train
7104.txt,69060,train
42963.txt,365546,train
56583.txt,293004,train
56521.txt,148035,train
6903.txt,237347,train
4613.txt,470216,train
36809.txt,227539,train
38197.txt,565328,train
4463.txt,128994,train
33933.txt,34000,train
2891.txt,631678,train
6506.txt,251913,train
55850.txt,156857,train
58485.txt,589524,train
9165.txt,212850,train
33679.txt,128825,train
33625.txt,169817,train
4709.txt,352681,train
37808.txt,108085,train
24608.txt,81841,train
338.txt,98944,train
12484.txt,641561,train
28203.txt,475506,train
35552.txt,400526,train
26196.txt,830961,train
823.txt,90713,train
5779.txt,465001,train
418.txt,219427,train
40513.txt,455169,train
12523.txt,282477,train
57944.txt,383809,train
54722.txt,66595,train
4418.txt,161288,train
58012.txt,181705,train
36093.txt,68676,train
28556.txt,3763102,train
34573.txt,593965,train
48668.txt,90931,train
33005.txt,306016,train
46605.txt,707895,train
43495.txt,160557,train
8590.txt,242274,train
57370.txt,272876,train
42999.txt,167122,train
52684.txt,817952,train
5906.txt,68082,train
4044.txt,66882,train
7701.txt,1044458,train
4705.txt,1324632,train
43662.txt,568780,train
9189.txt,871154,train
746.txt,630530,train
53490.txt,589232,train
29084.txt,1830864,train
44415.txt,155067,train
4179.txt,74443,train
5693.txt,233256,train
1803.txt,352871,train
10609.txt,1284515,train
31569.txt,341848,train
52312.txt,44191,train
32746.txt,196305,train
36767.txt,344423,train
58060.txt,319315,train
7352.txt,377572,train
1583.txt,353373,train
40834.txt,465405,train
35782.txt,365935,train
53928.txt,304073,train
37484.txt,348694,train
25789.txt,410116,train
36664.txt,19398,train
41126.txt,455534,train
32335.txt,167964,train
28012.txt,902401,train
36444.txt,162918,train
51306.txt,13971,train
41253.txt,1110666,train
35669.txt,280247,train
58794.txt,672538,train
55408.txt,289981,train
35902.txt,539768,train
48910.txt,159780,train
48691.txt,244651,train
3615.txt,53543,train
36854.txt,377614,train
28461.txt,560250,train
9087.txt,830386,train
35778.txt,459390,train
28507.txt,110220,train
39927.txt,336342,train
36228.txt,556981,train
55011.txt,344580,train
2415.txt,629622,train
52573.txt,130947,train
11114.txt,388940,train
20529.txt,244407,train
34240.txt,685563,train
29815.txt,120585,train
12139.txt,428287,train
50109.txt,200396,train
27750.txt,592896,train
29171.txt,364628,train
26969.txt,58988,train
8147.txt,76833,train
39829.txt,40638,train
39509.txt,53796,train
48183.txt,280840,train
10605.txt,248935,train
8199.txt,139465,train
32050.txt,480948,train
37519.txt,840353,train
4089.txt,506716,train
12584.txt,284406,train
35586.txt,548870,train
29694.txt,566001,train
35388.txt,59557,train
10087.txt,178394,train
38782.txt,381071,train
46757.txt,257306,train
43989.txt,378458,train
30003.txt,353524,train
28067.txt,592166,train
48563.txt,404599,train
39011.txt,449270,train
58188.txt,1235992,train
31578.txt,566659,train
46338.txt,122770,train
52408.txt,286919,train
54084.txt,230196,train
56176.txt,882941,train
34941.txt,344091,train
11308.txt,136934,train
41477.txt,1054850,train
48882.txt,495780,train
4152.txt,44630,train
46889.txt,393241,train
52136.txt,412497,train
41512.txt,336214,train
55100.txt,656633,train
50361.txt,274337,train
52582.txt,223858,train
30201.txt,256125,train
42910.txt,736091,train
3112.txt,24928,train
3931.txt,95901,train
11031.txt,339123,train
16780.txt,10044,train
38291.txt,244447,train
56328.txt,864568,train
5360.txt,133048,train
55200.txt,407608,train
37413.txt,351342,train
43955.txt,508662,train
36159.txt,945845,train
56693.txt,215189,train
27614.txt,144833,train
30392.txt,43827,train
30108.txt,644378,train
33935.txt,71994,train
29222.txt,124585,train
5231.txt,1908590,train
32517.txt,776764,train
32577.txt,254448,train
4593.txt,432269,train
34146.txt,526626,train
28134.txt,30379,train
7249.txt,61658,train
4243.txt,229215,train
30478.txt,548481,train
33065.txt,580075,train
585.txt,140358,train
54143.txt,344785,train
40202.txt,261107,train
10128.txt,899919,train
47897.txt,164741,train
44268.txt,245817,train
44350.txt,394156,train
58086.txt,1054800,train
43863.txt,542921,train
11996.txt,1212652,train
9401.txt,397265,train
27232.txt,363777,train
21010.txt,123673,train
51065.txt,408426,train
41220.txt,880364,train
41633.txt,2964776,train
37049.txt,247196,train
28302.txt,117239,train
26682.txt,313672,train
28107.txt,598978,train
9197.txt,437931,train
46097.txt,299374,train
2856.txt,462444,train
37016.txt,750618,train
7480.txt,420760,train
57942.txt,903555,train
18499.txt,390415,train
26258.txt,337834,train
44843.txt,160729,train
244.txt,243008,train
5420.txt,35701,train
45684.txt,322399,train
52888.txt,131260,train
30625.txt,66000,train
49185.txt,112835,train
41993.txt,42646,train
33357.txt,21941,train
39284.txt,347620,train
27850.txt,329859,train
25309.txt,439673,train
42344.txt,246210,train
34031.txt,99600,train
4187.txt,83732,train
29902.txt,966723,train
53241.txt,387536,train
57860.txt,392682,train
865.txt,41319,train
43426.txt,115486,train
4200.txt,6638877,train
37679.txt,8084,train
54218.txt,1103203,train
40779.txt,152020,train
28313.txt,92638,train
36784.txt,220777,train
58831.txt,157873,train
29212.txt,49043,train
57188.txt,90378,train
46770.txt,375613,train
55232.txt,65632,train
57000.txt,271966,train
43146.txt,474636,train
4147.txt,66136,train
46609.txt,856789,train
4420.txt,1036649,train
36760.txt,139730,train
32616.txt,554331,train
1209.txt,1277687,train
53277.txt,3791893,train
5647.txt,35089,train
48285.txt,727219,train
42953.txt,356274,train
54639.txt,298654,train
44235.txt,1013759,train
53549.txt,871982,train
42741.txt,631763,train
28915.txt,380436,train
11218.txt,94966,train
45184.txt,623410,train
7845.txt,315232,train
2558.txt,304389,train
36730.txt,334129,train
55032.txt,217341,train
4306.txt,646664,train
39196.txt,735705,train
3071.txt,500447,train
2981.txt,6690121,train
9307.txt,485527,train
59.txt,128830,train
37488.txt,109985,train
42166.txt,62524,train
30627.txt,1268397,train
39270.txt,1123248,train
27275.txt,9927,train
54128.txt,64125,train
2527.txt,235583,train
55923.txt,385553,train
49338.txt,147511,train
46975.txt,908966,train
2716.txt,121013,train
58516.txt,358639,train
14989.txt,257039,train
30951.txt,299317,train
49876.txt,41586,train
33025.txt,149853,train
40842.txt,174167,train
54284.txt,331455,train
46205.txt,448139,train
38292.txt,244957,train
57484.txt,301837,train
7069.txt,1275739,train
36009.txt,379503,train
42202.txt,609782,train
1749.txt,870753,train
25519.txt,61229,train
46720.txt,214483,train
2673.txt,752237,train
45870.txt,449520,train
42084.txt,642299,train
21239.txt,426888,train
28618.txt,743705,train
45657.txt,262280,train
39051.txt,275277,train
25448.txt,291016,train
45177.txt,149053,train
28757.txt,141177,train
5334.txt,542196,train
52166.txt,279995,train
42358.txt,300452,train
34281.txt,381088,train
9664.txt,346342,train
57926.txt,116413,train
5858.txt,182005,train
10943.txt,233031,train
55584.txt,659868,train
8429.txt,175876,train
44631.txt,187824,train
54792.txt,220293,train
27324.txt,110223,train
42661.txt,1283568,train
24725.txt,115734,train
49753.txt,639288,train
26016.txt,213663,train
56965.txt,60747,train
46095.txt,313528,train
954.txt,239857,train
55827.txt,571415,train
27252.txt,289731,train
52621.txt,730860,train
4787.txt,772081,train
35736.txt,39548,train
41836.txt,48876,train
35062.txt,165691,train
58394.txt,1081345,train
29318.txt,91357,train
47747.txt,287850,train
38936.txt,65620,train
38206.txt,516689,train
31571.txt,511305,train
57837.txt,191583,train
46426.txt,246557,train
57125.txt,511789,train
10626.txt,470859,train
40133.txt,790278,train
30203.txt,573781,train
42077.txt,277456,train
46441.txt,577174,train
33225.txt,545189,train
50854.txt,1020272,train
4221.txt,56532,train
54132.txt,363405,train
1841.txt,55944,train
58132.txt,260003,train
38807.txt,645243,train
57022.txt,74121,train
27562.txt,929471,train
4640.txt,58065,train
35900.txt,202563,train
36496.txt,469336,train
91.txt,173020,train
46483.txt,133701,train
39470.txt,773404,train
46823.txt,206437,train
41873.txt,1769818,train
41728.txt,1029906,train
31210.txt,546203,train
24612.txt,53405,train
42425.txt,61489,train
11030.txt,444423,train
45955.txt,129242,train
55329.txt,368600,train
12854.txt,228262,train
5374.txt,141467,train
53431.txt,381686,train
38869.txt,656760,train
56430.txt,115927,train
35853.txt,348885,train
43648.txt,417349,train
48481.txt,647363,train
1357.txt,43789,train
4551.txt,515516,train
46122.txt,174292,train
31764.txt,124081,train
24574.txt,605998,train
2464.txt,940191,train
24384.txt,141467,train
52834.txt,998336,train
12809.txt,392840,train
8469.txt,86043,train
45473.txt,760844,train
43060.txt,1259689,train
11115.txt,411580,train
45280.txt,13132,train
58776.txt,916708,train
30469.txt,110378,train
46058.txt,138527,train
3978.txt,130084,train
31108.txt,712117,train
138.txt,386949,train
27894.txt,128005,train
16349.txt,642490,train
1056.txt,776118,train
39115.txt,124077,train
44014.txt,98803,train
11018.txt,976826,train
39310.txt,9384,train
10980.txt,744755,train
24916.txt,492619,train
45997.txt,1423323,train
25129.txt,273205,train
36368.txt,460313,train
43204.txt,286667,train
8848.txt,18066,train
30733.txt,348544,train
46636.txt,115734,train
2906.txt,106294,train
27662.txt,216416,train
56409.txt,110605,train
41951.txt,125675,train
57208.txt,520962,train
24631.txt,327608,train
50747.txt,938202,train
37878.txt,357148,train
35326.txt,504433,train
40406.txt,293893,train
33673.txt,62060,train
11033.txt,19295,train
25453.txt,36022,train
37292.txt,226438,train
38856.txt,82716,train
40677.txt,604464,train
50654.txt,183104,train
26047.txt,509642,train
55170.txt,182273,train
3821.txt,556232,train
27851.txt,40134,train
8726.txt,1449547,train
25676.txt,80705,train
39781.txt,303823,train
42170.txt,156882,train
34443.txt,208387,train
10938.txt,904908,train
16514.txt,147340,train
1578.txt,75330,train
39497.txt,258856,train
1298.txt,711771,train
46216.txt,509469,train
35322.txt,703084,train
6900.txt,282179,train
32512.txt,349334,train
15484.txt,191608,train
38934.txt,332304,train
30222.txt,272398,train
42114.txt,69305,train
31607.txt,292827,train
4248.txt,133346,train
5650.txt,263178,train
33322.txt,97446,train
8172.txt,251226,train
45275.txt,21747,train
36015.txt,222499,train
49872.txt,632607,train
37375.txt,83640,train
32821.txt,554803,train
50737.txt,823685,train
38464.txt,34310,train
35162.txt,227522,train
4304.txt,748647,train
53041.txt,159866,train
57055.txt,1605031,train
36048.txt,280269,train
38103.txt,116631,train
54454.txt,134062,train
24901.txt,116448,train
39061.txt,662678,train
40109.txt,755636,train
52566.txt,915718,train
36449.txt,15059,train
34632.txt,398895,train
49157.txt,148924,train
29244.txt,1126815,train
32987.txt,1756822,train
3163.txt,307775,train
27500.txt,382686,train
34932.txt,205397,train
27325.txt,540103,train
35467.txt,320885,train
54845.txt,428570,train
29916.txt,760235,train
4209.txt,1028037,train
524.txt,548111,train
5773.txt,827160,train
1945.txt,165379,train
37173.txt,216082,train
5365.txt,140136,train
10234.txt,388708,train
38945.txt,551481,train
52426.txt,33001,train
16929.txt,122237,train
1901.txt,231703,train
37379.txt,191324,train
31172.txt,279116,train
915.txt,785161,train
40849.txt,206093,train
55776.txt,1161900,train
48289.txt,101566,train
35668.txt,269791,train
35234.txt,317724,train
26916.txt,56778,train
58021.txt,121100,train
45972.txt,686877,train
41901.txt,401143,train
7278.txt,297262,train
3381.txt,21713,train
33000.txt,1423814,train
52828.txt,18702,train
41971.txt,880698,train
8891.txt,496944,train
31298.txt,709370,train
48797.txt,48679,train
56437.txt,202855,train
7065.txt,468868,train
58217.txt,359790,train
30350.txt,482581,train
26311.txt,306394,train
41410.txt,330921,train
47528.txt,449320,train
32393.txt,271330,train
49954.txt,858535,train
57226.txt,76964,train
56254.txt,312087,train
11409.txt,934786,train
3067.txt,1452297,train
33477.txt,45307,train
29427.txt,448613,train
46218.txt,461957,train
32749.txt,417265,train
47087.txt,181250,train
2557.txt,91642,train
1762.txt,41599,train
38675.txt,319134,train
26410.txt,196648,train
50073.txt,16045,train
33116.txt,154637,train
46664.txt,358052,train
54724.txt,126835,train
11364.txt,574316,train
6987.txt,452475,train
40539.txt,349298,train
45784.txt,114886,train
45066.txt,8581,train
37698.txt,515346,train
45204.txt,545524,train
3719.txt,49770,train
46001.txt,80313,train
40352.txt,49857,train
36584.txt,6113,train
46509.txt,1485741,train
33139.txt,30743,train
1414.txt,110565,train
27857.txt,362436,train
58224.txt,917187,train
38984.txt,250546,train
5264.txt,303783,train
26485.txt,514920,train
3207.txt,1212581,train
34754.txt,520012,train
37063.txt,18629,train
33499.txt,379650,train
45850.txt,628828,train
55971.txt,238875,train
47519.txt,208328,train
53033.txt,376470,train
21993.txt,202560,train
25829.txt,375933,train
56896.txt,423334,train
37250.txt,418292,train
8831.txt,122572,train
31045.txt,202302,train
55007.txt,52692,train
37662.txt,161162,train
33955.txt,324493,train
58841.txt,409033,train
431.txt,171118,train
24632.txt,618698,train
32992.txt,452495,train
40210.txt,360736,train
4385.txt,131864,train
28627.txt,73618,train
4835.txt,1177028,train
39417.txt,664978,train
11470.txt,207831,train
40013.txt,447329,train
57522.txt,732233,train
53108.txt,392134,train
45139.txt,72822,train
44057.txt,110063,train
374.txt,163862,train
41835.txt,58355,train
22179.txt,610536,train
4305.txt,689142,train
39298.txt,906440,train
30328.txt,10329,train
49017.txt,378078,train
44514.txt,336119,train
25109.txt,18986,train
41635.txt,160229,train
53890.txt,134530,train
42367.txt,426198,train
25432.txt,24010,train
5780.txt,268401,train
46746.txt,851548,train
38488.txt,399585,train
35149.txt,286233,train
53936.txt,35184,train
25027.txt,7397,train
34058.txt,313638,train
31503.txt,405750,train
57739.txt,249960,train
55692.txt,51420,train
25212.txt,81332,train
46645.txt,1159795,train
53643.txt,677752,train
57077.txt,669901,train
3731.txt,540394,train
56602.txt,282949,train
50723.txt,147616,train
1049.txt,396139,train
25047.txt,540184,train
54.txt,243331,train
57162.txt,60992,train
52814.txt,618812,train
8385.txt,342841,train
57635.txt,106708,train
36.txt,339301,train
4332.txt,62781,train
47862.txt,101688,train
27268.txt,348737,train
33193.txt,70846,train
30995.txt,55165,train
39559.txt,567489,train
4591.txt,225473,train
47385.txt,314977,train
4493.txt,128929,train
57685.txt,774296,train
37571.txt,468723,train
5172.txt,249883,train
9367.txt,388752,train
29678.txt,474716,train
34193.txt,618207,train
4498.txt,132107,train
28130.txt,34568,train
30674.txt,189515,train
24798.txt,382425,train
45331.txt,383428,train
5938.txt,41960,train
36007.txt,321841,train
9509.txt,322143,train
977.txt,147920,train
47466.txt,283323,train
52724.txt,458275,train
7231.txt,474081,train
53993.txt,639669,train
52101.txt,381541,train
35747.txt,1090749,train
3536.txt,392384,train
27493.txt,50470,train
58852.txt,1373208,train
5516.txt,694075,train
3845.txt,72383,train
28309.txt,613157,train
4624.txt,252594,train
57988.txt,1088416,train
2791.txt,256353,train
43246.txt,383007,train
48382.txt,243266,train
36579.txt,138367,train
24476.txt,30623,train
50883.txt,2000997,train
1463.txt,342983,train
11290.txt,215105,train
37340.txt,176406,train
46369.txt,454642,train
41431.txt,18122,train
3935.txt,140484,train
41205.txt,151636,train
291.txt,206358,train
46169.txt,137564,train
3560.txt,198249,train
46774.txt,414597,train
1603.txt,283537,train
39393.txt,102156,train
30050.txt,107831,train
46745.txt,676721,train
50976.txt,613390,train
54716.txt,330027,train
32341.txt,827346,train
51196.txt,503140,train
29020.txt,120647,train
39662.txt,216996,train
42656.txt,46575,train
28663.txt,187208,train
10942.txt,270748,train
38458.txt,955836,train
44196.txt,700177,train
40393.txt,301365,train
48218.txt,150465,train
42909.txt,1035869,train
40747.txt,616720,train
43576.txt,931447,train
9786.txt,309617,train
48748.txt,147179,train
52935.txt,49642,train
35226.txt,486558,train
15261.txt,463539,train
50881.txt,406436,train
38877.txt,219379,train
39152.txt,158162,train
44759.txt,51421,train
45700.txt,126494,train
37797.txt,530594,train
2663.txt,152170,train
1002.txt,226480,train
16639.txt,18798,train
31128.txt,387724,train
33180.txt,527346,train
6120.txt,483161,train
26911.txt,371119,train
40385.txt,897947,train
10383.txt,334231,train
24906.txt,223175,train
9545.txt,81305,train
6709.txt,475119,train
50310.txt,46900,train
37631.txt,674859,train
33891.txt,589658,train
45436.txt,363440,train
49637.txt,516053,train
29513.txt,78020,train
41188.txt,105462,train
48497.txt,539623,train
58126.txt,132457,train
55125.txt,941120,train
43358.txt,1100086,train
48721.txt,409011,train
47156.txt,698274,train
25751.txt,375610,train
50177.txt,477837,train
37929.txt,252420,train
29767.txt,459050,train
48604.txt,377085,train
57916.txt,310817,train
9155.txt,396823,train
15469.txt,143981,train
22061.txt,181130,train
31982.txt,116320,train
48501.txt,452892,train
3622.txt,1196990,train
48273.txt,221367,train
33234.txt,1226070,train
51031.txt,79719,train
10080.txt,223722,train
3367.txt,195195,train
49888.txt,162739,train
26090.txt,697651,train
10011.txt,130916,train
38334.txt,1253732,train
11142.txt,104745,train
44188.txt,244816,train
2130.txt,237715,train
33401.txt,211801,train
51278.txt,512200,train
36624.txt,400421,train
48186.txt,369763,train
35143.txt,770566,train
36934.txt,374610,train
1931.txt,355281,train
41779.txt,342827,train
35355.txt,559209,train
43445.txt,330126,train
1542.txt,154335,train
58320.txt,456413,train
45523.txt,255795,train
10491.txt,114793,train
44427.txt,149875,train
52049.txt,205082,train
31556.txt,98644,train
28546.txt,1267524,train
48448.txt,2941017,train
43125.txt,433549,train
48843.txt,699945,train
40283.txt,203416,train
44324.txt,257438,train
49920.txt,44382,train
33732.txt,38911,train
57521.txt,745256,train
35253.txt,216125,train
37365.txt,58215,train
11032.txt,427851,train
50331.txt,149170,train
38896.txt,221037,train
45464.txt,560870,train
45133.txt,557379,train
24943.txt,30492,train
2430.txt,132020,train
39896.txt,236144,train
11378.txt,75292,train
10924.txt,740539,train
40076.txt,809908,train
19630.txt,306929,train
34891.txt,68431,train
55571.txt,727558,train
5643.txt,404313,train
1169.txt,80668,train
51864.txt,732487,train
25588.txt,77289,train
35303.txt,644033,train
56845.txt,149646,train
40006.txt,275283,train
34585.txt,682118,train
2885.txt,450120,train
27146.txt,702146,train
40145.txt,93554,train
47848.txt,497347,train
39520.txt,1186743,train
39577.txt,286999,train
42156.txt,28677,train
32911.txt,446410,train
11326.txt,78120,train
12039.txt,138423,train
9957.txt,132135,train
3830.txt,74833,train
11211.txt,430830,train
45338.txt,71327,train
2706.txt,201767,train
26014.txt,741616,train
2725.txt,234988,train
58159.txt,107325,train
40571.txt,482279,train
25664.txt,275936,train
377.txt,42069,train
44766.txt,368468,train
53281.txt,604183,train
40510.txt,358591,train
36563.txt,377648,train
42706.txt,888920,train
49673.txt,102007,train
4687.txt,944201,train
22464.txt,497674,train
31682.txt,364121,train
43449.txt,228579,train
28458.txt,335284,train
28090.txt,38133,train
56829.txt,132174,train
8166.txt,387007,train
26393.txt,475832,train
47883.txt,111753,train
13644.txt,73595,train
51954.txt,181676,train
38455.txt,274042,train
10067.txt,376528,train
28293.txt,80974,train
37363.txt,72727,train
21824.txt,209546,train
29296.txt,315100,train
1188.txt,308086,train
50815.txt,57794,train
6801.txt,481389,train
43629.txt,1224319,train
54100.txt,769304,train
49217.txt,456500,train
34603.txt,276725,train
47520.txt,28167,train
45035.txt,312060,train
47548.txt,361327,train
37235.txt,381500,train
638.txt,590457,train
27906.txt,494689,train
36565.txt,61090,train
42398.txt,395069,train
11241.txt,36804,train
3757.txt,69079,train
1481.txt,242048,train
25190.txt,350751,train
52661.txt,67927,train
38721.txt,129193,train
52244.txt,86148,train
9896.txt,575656,train
30822.txt,51149,train
45087.txt,63038,train
50132.txt,293319,train
44706.txt,53689,train
58734.txt,7516,train
37901.txt,109072,train
43343.txt,187471,train
3961.txt,111031,train
32007.txt,535767,train
29700.txt,563870,train
30323.txt,872566,train
57048.txt,22442,train
48728.txt,380394,train
10329.txt,79349,train
7727.txt,1494175,train
43882.txt,58534,train
558.txt,214972,train
7472.txt,589747,train
2712.txt,43971,train
45357.txt,778412,train
38875.txt,227115,train
34198.txt,472953,train
42872.txt,499452,train
3937.txt,135114,train
56434.txt,356343,train
49484.txt,339612,train
21734.txt,553359,train
41159.txt,224881,train
28052.txt,48576,train
600.txt,241549,train
28105.txt,94370,train
52596.txt,183016,train
50416.txt,747517,train
3420.txt,523593,train
36288.txt,558304,train
2883.txt,363059,train
1228.txt,935088,train
47405.txt,254369,train
44688.txt,371118,train
557.txt,316012,train
33939.txt,377428,train
43371.txt,126159,train
31858.txt,1115295,train
41790.txt,309971,train
6844.txt,251174,train
3356.txt,218037,train
33883.txt,247419,train
35370.txt,722056,train
16139.txt,52054,train
55852.txt,182317,train
6471.txt,609484,train
47990.txt,449922,train
12944.txt,64552,train
30087.txt,399786,train
33678.txt,120078,train
26875.txt,208287,train
41133.txt,163283,train
233.txt,876858,train
2060.txt,218144,train
40812.txt,650185,train
33717.txt,57236,train
49152.txt,270462,train
38933.txt,80474,train
3871.txt,171763,train
26316.txt,818092,train
56676.txt,345369,train
33928.txt,600850,train
51500.txt,190267,train
50558.txt,76219,train
33173.txt,342341,train
58767.txt,3077149,train
3179.txt,362846,train
35457.txt,371334,train
35287.txt,219398,train
33924.txt,315937,train
48998.txt,152711,train
29276.txt,33495,train
45976.txt,96440,train
55266.txt,180752,train
48869.txt,625414,train
42960.txt,387951,train
28059.txt,25859,train
5406.txt,446042,train
3383.txt,22178,train
56562.txt,423513,train
7868.txt,111050,train
1006.txt,203803,train
45673.txt,148760,train
32566.txt,421689,train
54629.txt,172925,train
53186.txt,1862785,train
49671.txt,347506,train
32279.txt,238660,train
57528.txt,523355,train
43541.txt,974094,train
10676.txt,670757,train
54894.txt,51022,train
38952.txt,780996,train
33952.txt,49300,train
49053.txt,41462,train
33694.txt,417139,train
35883.txt,300497,train
52827.txt,76833,train
11324.txt,235548,train
10124.txt,242213,train
53626.txt,1516446,train
36578.txt,371078,train
29716.txt,295084,train
15904.txt,256188,train
3314.txt,35004,train
47840.txt,122948,train
29710.txt,1282550,train
29365.txt,602864,train
50751.txt,274612,train
10059.txt,278352,train
5053.txt,125411,train
30139.txt,158580,train
47335.txt,39879,train
52946.txt,260746,train
35119.txt,242449,train
31678.txt,196312,train
48106.txt,119881,train
44186.txt,319197,train
48613.txt,378800,train
58517.txt,334751,train
9446.txt,57302,train
26259.txt,530798,train
58466.txt,289805,train
55587.txt,914275,train
49300.txt,41028,train
1839.txt,365392,train
25974.txt,308440,train
56369.txt,137038,train
10446.txt,416898,train
54741.txt,423580,train
53764.txt,352510,train
2715.txt,380830,train
35061.txt,615358,train
33043.txt,454145,train
58166.txt,52830,train
45817.txt,342148,train
6824.txt,1070027,train
37726.txt,592683,train
10352.txt,1121258,train
32669.txt,221265,train
44406.txt,992249,train
11230.txt,487387,train
41283.txt,324893,train
54948.txt,184317,train
42026.txt,224952,train
39822.txt,785225,train
23074.txt,760565,train
455.txt,205737,train
7486.txt,161685,train
28379.txt,427574,train
38406.txt,340061,train
3758.txt,313210,train
53969.txt,860857,train
29460.txt,57120,train
36861.txt,120290,train
53711.txt,178529,train
44480.txt,94554,train
53820.txt,65698,train
38162.txt,930758,train
32589.txt,553519,train
33610.txt,538841,train
58750.txt,1403747,train
52027.txt,409127,train
47091.txt,1508471,train
30589.txt,372590,train
52203.txt,1145532,train
42821.txt,138661,train
2809.txt,483461,train
25193.txt,520184,train
47015.txt,528664,train
868.txt,36294,train
45952.txt,385929,train
39426.txt,744307,train
53942.txt,307423,train
33428.txt,94492,train
53639.txt,191998,train
44705.txt,66906,train
54254.txt,50691,train
2324.txt,185566,train
35341.txt,388632,train
25050.txt,87451,train
38303.txt,151706,train
17437.txt,558428,train
51049.txt,362462,train
35496.txt,340542,train
54418.txt,376054,train
45868.txt,463068,train
58756.txt,225913,train
7766.txt,77132,train
42197.txt,320503,train
37249.txt,396057,train
38377.txt,12579,train
36203.txt,414649,train
45384.txt,154475,train
11904.txt,670841,train
38858.txt,247732,train
42049.txt,408763,train
27935.txt,276357,train
37778.txt,184255,train
53919.txt,264826,train
57196.txt,162952,train
33739.txt,242652,train
33196.txt,104674,train
37485.txt,436309,train
26422.txt,637282,train
25474.txt,522370,train
9182.txt,1096462,train
40594.txt,733230,train
50762.txt,25020,train
6914.txt,66358,train
26279.txt,23341,train
636.txt,561301,train
41272.txt,71633,train
30.txt,5084876,train
57314.txt,667762,train
7821.txt,237666,train
35608.txt,516249,train
30411.txt,49110,train
53105.txt,326545,train
44849.txt,256141,train
11338.txt,79639,train
44502.txt,522386,train
53955.txt,118625,train
47127.txt,1037382,train
28835.txt,20386,train
26654.txt,256725,train
21479.txt,397893,train
23119.txt,291920,train
48459.txt,272690,train
29219.txt,786351,train
34522.txt,548266,train
50354.txt,1603297,train
29121.txt,505425,train
55402.txt,329083,train
27704.txt,934559,train
35910.txt,260298,train
54442.txt,68145,train
42822.txt,494711,train
37848.txt,1329200,train
7538.txt,7923,train
47284.txt,15600,train
40932.txt,205899,train
52993.txt,358902,train
52079.txt,826406,train
41438.txt,337624,train
31782.txt,469299,train
5373.txt,1033998,train
54223.txt,498959,train
39820.txt,138240,train
11235.txt,73737,train
41341.txt,324106,train
4521.txt,317632,train
503.txt,730557,train
48877.txt,377109,train
7304.txt,892527,train
35213.txt,523766,train
41696.txt,261179,train
31943.txt,394538,train
11534.txt,681799,train
46501.txt,109669,train
27700.txt,28577,train
38714.txt,295796,train
19209.txt,609862,train
3921.txt,156901,train
53115.txt,801349,train
57006.txt,233048,train
2670.txt,66365,train
46579.txt,228104,train
23046.txt,127177,train
40718.txt,667620,train
3443.txt,895231,train
27422.txt,329418,train
50941.txt,179793,train
890.txt,1095562,train
58432.txt,133856,train
44792.txt,401617,train
2660.txt,277453,train
24754.txt,448763,train
4631.txt,320089,train
39729.txt,426753,train
19754.txt,1300091,train
40204.txt,53177,train
15964.txt,367119,train
35932.txt,843769,train
29615.txt,270651,train
9226.txt,26000,train
45315.txt,26159,train
33963.txt,539264,train
31705.txt,260491,train
53097.txt,323108,train
2021.txt,967782,train
49967.txt,158743,train
